"","x"
"2145",65073
"2146",54405
"2147",66119
"2148",75764
"2149",21609
"2150",88443
"2151",50487
"2152",55215
"2153",73259
"2154",31761
"2155",91903
"2156",11917
"2157",2026
"2158",85682
"2159",92720
"2160",74797
"2161",82694
"2162",95986
"2163",17212
"2164",47447
"2165",83969
"2166",22592
"2167",48397
"2168",52327
"2169",91901
"2170",33044
"2171",94190
"2172",96064
"2173",6224
"2174",55064
"2175",65413
"2176",89874
"2177",57961
"2178",35888
"2179",20841
"2180",45365
"2181",53002
"2182",95780
"2183",62660
"2184",20660
"2185",9422
"2186",94854
"2187",9095
"2188",74982
"2189",23315
"2190",37944
"2191",24298
"2192",62806
"2193",70143
"2194",66604
"2195",37496
"2196",96803
"2197",41737
"2198",20043
"2199",78524
"2200",18807
"2201",19734
"2202",44069
"2203",62110
"2204",28144
"2205",61967
"2206",41080
"2207",58991
"2208",71149
"2209",49429
"2210",18871
"2211",2793
"2212",5579
"2213",49333
"2214",95579
"2215",16655
"2216",86168
"2217",74526
"2218",78091
"2219",12233
"2220",52929
"2221",90669
"2222",42305
"2223",46290
"2224",45788
"2225",9932
"2226",21480
"2227",29808
"2228",25654
"2229",18259
"2230",99539
"2231",39975
"2232",88858
"2233",89503
"2234",48736
"2235",47715
"2236",84352
"2237",4917
"2238",31315
"2239",1007
"2240",37707
"2241",1765
"2242",64767
"2243",69450
"2244",5005
"2245",74718
"2246",63587
"2247",6082
"2248",9865
"2249",25855
"2250",55573
"2251",19548
"2252",53681
"2253",19169
"2254",34816
"2255",14471
"2256",71411
"2257",40394
"2258",5200
"2259",60300
"2260",1939
"2261",56541
"2262",67317
"2263",28203
"2264",43717
"2265",97998
"2266",23794
"2267",10447
"2268",15883
"2269",87876
"2270",25302
"2271",50736
"2272",68587
"2273",84393
"2274",14866
"2275",32306
"2276",88404
"2277",44221
"2278",18154
"2279",36663
"2280",86321
"2281",82547
"2282",11393
"2283",87188
"2284",83676
"2285",51728
"2286",62305
"2287",22369
"2288",14904
"2289",22011
"2290",3763
"2291",81460
"2292",56587
"2293",21532
"2294",15906
"2295",59034
"2296",18645
"2297",65222
"2298",5046
"2299",60327
"2300",72227
"2301",91730
"2302",92155
"2303",60236
"2304",98529
"2305",63656
"2306",36165
"2307",21355
"2308",95914
"2309",75734
"2310",35415
"2311",57764
"2312",49341
"2313",24493
"2314",80762
"2315",38684
"2316",36849
"2317",71334
"2318",33212
"2319",18883
"2320",29774
"2321",32054
"2322",48370
"2323",32241
"2324",17917
"2325",30637
"2326",54097
"2327",47555
"2328",70841
"2329",12924
"2330",1594
"2331",38565
"2332",75736
"2333",3160
"2334",11140
"2335",22862
"2336",59853
"2337",91543
"2338",27133
"2339",7769
"2340",34370
"2341",90237
"2342",68428
"2343",55255
"2344",61991
"2345",35379
"2346",34419
"2347",71806
"2348",90644
"2349",54978
"2350",5041
"2351",56314
"2352",17263
"2353",756
"2354",54728
"2355",12461
"2356",63875
"2357",76521
"2358",35994
"2359",84971
"2360",85520
"2361",21647
"2362",55962
"2363",54497
"2364",61759
"2365",65733
"2366",28478
"2367",75704
"2368",16466
"2369",83552
"2370",95540
"2371",95975
"2372",37075
"2373",44708
"2374",99882
"2375",62701
"2376",31277
"2377",55500
"2378",23106
"2379",47275
"2380",79411
"2381",20502
"2382",45952
"2383",56929
"2384",55632
"2385",46718
"2386",94330
"2387",22276
"2388",67078
"2389",5519
"2390",77082
"2391",85195
"2392",47201
"2393",36494
"2394",74780
"2395",20789
"2396",88090
"2397",87645
"2398",29547
"2399",10162
"2400",4211
"2401",49656
"2402",2787
"2403",39603
"2404",53384
"2405",44149
"2406",8967
"2407",39387
"2408",50207
"2409",56204
"2410",52227
"2411",30117
"2412",17267
"2413",29727
"2414",21948
"2415",91662
"2416",47862
"2417",31004
"2418",30622
"2419",30690
"2420",81064
"2421",14189
"2422",14013
"2423",50493
"2424",76353
"2425",41161
"2426",94234
"2427",16216
"2428",3100
"2429",64717
"2430",32758
"2431",37024
"2432",92136
"2433",425
"2434",51377
"2435",91224
"2436",91139
"2437",86175
"2438",69703
"2439",60960
"2440",88525
"2441",56275
"2442",53221
"2443",63424
"2444",62140
"2445",99320
"2446",2146
"2447",32303
"2448",50820
"2449",99467
"2450",5696
"2451",65770
"2452",30250
"2453",52468
"2454",51338
"2455",98516
"2456",76788
"2457",30149
"2458",92537
"2459",72225
"2460",86720
"2461",12944
"2462",84658
"2463",77318
"2464",22814
"2465",57035
"2466",60455
"2467",68008
"2468",12643
"2469",18479
"2470",93058
"2471",91538
"2472",53584
"2473",62349
"2474",55906
"2475",9917
"2476",49583
"2477",98245
"2478",96686
"2479",58858
"2480",2087
"2481",57693
"2482",57381
"2483",94492
"2484",72353
"2485",74232
"2486",73441
"2487",30845
"2488",99455
"2489",90143
"2490",6707
"2491",73226
"2492",65408
"2493",18433
"2494",57286
"2495",51464
"2496",88905
"2497",85999
"2498",79078
"2499",4914
"2500",48957
"2501",19625
"2502",80089
"2503",38697
"2504",54624
"2505",49961
"2506",20861
"2507",46733
"2508",7468
"2509",39332
"2510",91949
"2511",94585
"2512",56989
"2513",78520
"2514",79584
"2515",38843
"2516",64895
"2517",38112
"2518",14066
"2519",74123
"2520",76257
"2521",79227
"2522",32089
"2523",4856
"2524",94079
"2525",80478
"2526",83617
"2527",42565
"2528",28994
"2529",8514
"2530",89300
"2531",12130
"2532",26769
"2533",65586
"2534",90765
"2535",3645
"2536",56339
"2537",99232
"2538",38614
"2539",18568
"2540",88582
"2541",54152
"2542",60572
"2543",62752
"2544",98548
"2545",62347
"2546",50475
"2547",33713
"2548",7993
"2549",70277
"2550",80930
"2551",90864
"2552",43788
"2553",32013
"2554",49291
"2555",11898
"2556",42415
"2557",53689
"2558",80335
"2559",4736
"2560",82687
"2561",32913
"2562",60560
"2563",39336
"2564",72030
"2565",65752
"2566",58888
"2567",29365
"2568",75431
"2569",16386
"2570",48314
"2571",27803
"2572",7855
"2573",22656
"2574",15745
"2575",97443
"2576",79058
"2577",64145
"2578",2379
"2579",70686
"2580",34056
"2581",11696
"2582",39297
"2583",78234
"2584",2029
"2585",97100
"2586",85400
"2587",70624
"2588",98619
"2589",29762
"2590",74199
"2591",99575
"2592",82425
"2593",35191
"2594",20181
"2595",43079
"2596",66709
"2597",53352
"2598",55798
"2599",92903
"2600",66562
"2601",36882
"2602",34075
"2603",12188
"2604",74218
"2605",69179
"2606",17028
"2607",76544
"2608",74958
"2609",64359
"2610",88732
"2611",65269
"2612",89650
"2613",25594
"2614",1107
"2615",55764
"2616",23669
"2617",94754
"2618",66616
"2619",37921
"2620",78171
"2621",93321
"2622",89669
"2623",87312
"2624",63190
"2625",44978
"2626",58778
"2627",36156
"2628",19011
"2629",21763
"2630",22787
"2631",72578
"2632",16931
"2633",61368
"2634",36023
"2635",10396
"2636",64037
"2637",65333
"2638",43679
"2639",68543
"2640",436
"2641",89560
"2642",69861
"2643",51699
"2644",7804
"2645",88401
"2646",62083
"2647",36681
"2648",39927
"2649",95591
"2650",8022
"2651",76905
"2652",73262
"2653",82295
"2654",65693
"2655",57617
"2656",67517
"2657",9668
"2658",54596
"2659",56995
"2660",87369
"2661",1411
"2662",63065
"2663",18889
"2664",17044
"2665",48399
"2666",17843
"2667",80733
"2668",49069
"2669",33634
"2670",53581
"2671",58546
"2672",63962
"2673",95155
"2674",34429
"2675",87678
"2676",39848
"2677",73834
"2678",33948
"2679",22821
"2680",81854
"2681",84973
"2682",81109
"2683",68190
"2684",61193
"2685",71841
"2686",5429
"2687",1004
"2688",85609
"2689",65611
"2690",53170
"2691",3917
"2692",31022
"2693",77877
"2694",55686
"2695",13337
"2696",52243
"2697",71580
"2698",39180
"2699",4111
"2700",69328
"2701",68010
"2702",14397
"2703",27045
"2704",73261
"2705",34681
"2706",53796
"2707",72657
"2708",76176
"2709",48751
"2710",17474
"2711",15442
"2712",43147
"2713",34893
"2714",21773
"2715",41545
"2716",88848
"2717",39751
"2718",65402
"2719",40219
"2720",97244
"2721",38415
"2722",44582
"2723",46560
"2724",48025
"2725",35756
"2726",98470
"2727",80498
"2728",5518
"2729",11847
"2730",74003
"2731",80712
"2732",43044
"2733",51543
"2734",29698
"2735",73105
"2736",48976
"2737",77345
"2738",80603
"2739",25471
"2740",51093
"2741",3420
"2742",27199
"2743",77738
"2744",43810
"2745",21903
"2746",67264
"2747",34432
"2748",71952
"2749",54815
"2750",43909
"2751",51590
"2752",60450
"2753",20532
"2754",58754
"2755",97004
"2756",31237
"2757",91187
"2758",83638
"2759",96862
"2760",40937
"2761",44547
"2762",70064
"2763",95292
"2764",48054
"2765",50596
"2766",7923
"2767",85360
"2768",34063
"2769",43465
"2770",59403
"2771",87976
"2772",13773
"2773",30814
"2774",72577
"2775",64578
"2776",3271
"2777",21446
"2778",17016
"2779",62263
"2780",1152
"2781",50819
"2782",82886
"2783",52182
"2784",39334
"2785",53295
"2786",75162
"2787",47141
"2788",30756
"2789",93618
"2790",91760
"2791",82679
"2792",61858
"2793",25356
"2794",51066
"2795",68079
"2796",78561
"2797",85331
"2798",67304
"2799",3475
"2800",38351
"2801",6630
"2802",12443
"2803",73030
"2804",83363
"2805",29825
"2806",49740
"2807",75285
"2808",70422
"2809",91308
"2810",47815
"2811",52223
"2812",5415
"2813",983
"2814",58947
"2815",14101
"2816",59275
"2817",81099
"2818",49284
"2819",76857
"2820",92014
"2821",43304
"2822",72594
"2823",26865
"2824",94273
"2825",62177
"2826",35850
"2827",13060
"2828",58213
"2829",76732
"2830",99105
"2831",42458
"2832",41736
"2833",36853
"2834",14840
"2835",66286
"2836",61171
"2837",71240
"2838",76152
"2839",73299
"2840",1297
"2841",67190
"2842",87598
"2843",2027
"2844",61142
"2845",36009
"2846",26526
"2847",64563
"2848",92858
"2849",96850
"2850",44328
"2851",22178
"2852",87821
"2853",47417
"2854",41674
"2855",78211
"2856",21385
"2857",84098
"2858",93322
"2859",14468
"2860",20823
"2861",70241
"2862",1768
"2863",28217
"2864",91325
"2865",58702
"2866",99338
"2867",52958
"2868",10238
"2869",88462
"2870",48873
"2871",6668
"2872",41086
"2873",84184
"2874",11584
"2875",64013
"2876",34475
"2877",74338
"2878",51487
"2879",82507
"2880",10058
"2881",23402
"2882",64219
"2883",4000
"2884",63017
"2885",16716
"2886",74835
"2887",6284
"2888",94743
"2889",5032
"2890",21202
"2891",41399
"2892",62698
"2893",26174
"2894",52709
"2895",22657
"2896",21461
"2897",89287
"2898",94128
"2899",49109
"2900",93525
"2901",33332
"2902",48423
"2903",45535
"2904",9478
"2905",76961
"2906",60299
"2907",28214
"2908",8874
"2909",67667
"2910",57152
"2911",73533
"2912",2334
"2913",32004
"2914",27336
"2915",62485
"2916",39296
"2917",40442
"2918",79407
"2919",24027
"2920",25584
"2921",92344
"2922",19640
"2923",44890
"2924",97424
"2925",61878
"2926",97135
"2927",42250
"2928",75837
"2929",19345
"2930",55931
"2931",33762
"2932",98244
"2933",89214
"2934",69693
"2935",25306
"2936",23405
"2937",39736
"2938",65404
"2939",89579
"2940",5106
"2941",42320
"2942",61132
"2943",88613
"2944",77225
"2945",53107
"2946",66423
"2947",28452
"2948",3134
"2949",98725
"2950",16018
"2951",33093
"2952",73137
"2953",8701
"2954",40235
"2955",11089
"2956",32671
"2957",70579
"2958",89666
"2959",69499
"2960",70496
"2961",74101
"2962",79462
"2963",86024
"2964",79475
"2965",42514
"2966",71171
"2967",37912
"2968",80919
"2969",92191
"2970",63713
"2971",27364
"2972",51932
"2973",4454
"2974",57601
"2975",96617
"2976",91366
"2977",89377
"2978",22888
"2979",54998
"2980",83332
"2981",82145
"2982",85485
"2983",89006
"2984",89101
"2985",22924
"2986",48031
"2987",97531
"2988",29752
"2989",99290
"2990",19944
"2991",9717
"2992",45607
"2993",58694
"2994",58680
"2995",34438
"2996",6401
"2997",73594
"2998",35715
"2999",38196
"3000",43346
"3001",25057
"3002",85981
"3003",38883
"3004",89762
"3005",95398
"3006",24109
"3007",23874
"3008",27147
"3009",31810
"3010",78593
"3011",4925
"3012",54768
"3013",5836
"3014",56754
"3015",6282
"3016",56222
"3017",73468
"3018",89698
"3019",1701
"3020",65119
"3021",13346
"3022",14894
"3023",54276
"3024",6498
"3025",31884
"3026",31869
"3027",72816
"3028",21505
"3029",64884
"3030",5394
"3031",44231
"3032",9626
"3033",99964
"3034",2783
"3035",57515
"3036",86119
"3037",4798
"3038",13993
"3039",94082
"3040",16856
"3041",17085
"3042",61318
"3043",30256
"3044",22722
"3045",31181
"3046",85918
"3047",81238
"3048",22125
"3049",82128
"3050",40510
"3051",23051
"3052",82817
"3053",37292
"3054",95228
"3055",18566
"3056",70763
"3057",87125
"3058",43449
"3059",33908
"3060",9247
"3061",41395
"3062",34778
"3063",40348
"3064",80139
"3065",87314
"3066",82937
"3067",39468
"3068",90214
"3069",45207
"3070",9943
"3071",28032
"3072",10105
"3073",54979
"3074",31544
"3075",92316
"3076",77966
"3077",6504
"3078",52778
"3079",28230
"3080",70307
"3081",48008
"3082",27789
"3083",74711
"3084",79727
"3085",45890
"3086",20624
"3087",30700
"3088",75610
"3089",85000
"3090",30019
"3091",11648
"3092",39984
"3093",74738
"3094",4920
"3095",48771
"3096",99408
"3097",86531
"3098",67063
"3099",57143
"3100",37774
"3101",33139
"3102",77882
"3103",16723
"3104",64731
"3105",78339
"3106",10029
"3107",85488
"3108",47453
"3109",36931
"3110",63402
"3111",42884
"3112",47509
"3113",7259
"3114",34351
"3115",13024
"3116",63092
"3117",12788
"3118",55973
"3119",22397
"3120",55450
"3121",87642
"3122",56627
"3123",10452
"3124",74071
"3125",95448
"3126",5278
"3127",68462
"3128",67790
"3129",28838
"3130",40404
"3131",49533
"3132",83311
"3133",27404
"3134",95231
"3135",17005
"3136",32723
"3137",98039
"3138",47500
"3139",85345
"3140",23126
"3141",86509
"3142",62134
"3143",58314
"3144",34842
"3145",66127
"3146",240
"3147",41883
"3148",93318
"3149",88822
"3150",22784
"3151",1890
"3152",24866
"3153",96384
"3154",72608
"3155",74573
"3156",79315
"3157",81791
"3158",95401
"3159",51072
"3160",80339
"3161",46496
"3162",51206
"3163",48792
"3164",47414
"3165",89828
"3166",83669
"3167",90965
"3168",45982
"3169",48687
"3170",97802
"3171",89606
"3172",36243
"3173",95903
"3174",26274
"3175",18373
"3176",99237
"3177",49562
"3178",2220
"3179",17778
"3180",71955
"3181",73089
"3182",26789
"3183",11628
"3184",58604
"3185",51690
"3186",11577
"3187",12889
"3188",37023
"3189",5689
"3190",15629
"3191",39230
"3192",13731
"3193",40136
"3194",42340
"3195",24234
"3196",77863
"3197",50909
"3198",7180
"3199",29413
"3200",85178
"3201",3771
"3202",64746
"3203",14939
"3204",59482
"3205",89369
"3206",57718
"3207",80462
"3208",32320
"3209",27688
"3210",60969
"3211",63384
"3212",70441
"3213",17929
"3214",65633
"3215",76599
"3216",30971
"3217",48866
"3218",78634
"3219",30145
"3220",53349
"3221",25360
"3222",13839
"3223",30505
"3224",73815
"3225",60408
"3226",84831
"3227",24750
"3228",10538
"3229",37520
"3230",97787
"3231",46900
"3232",11771
"3233",42965
"3234",21715
"3235",53091
"3236",15879
"3237",23761
"3238",10734
"3239",87674
"3240",46725
"3241",29318
"3242",33664
"3243",80584
"3244",67174
"3245",96669
"3246",72591
"3247",77595
"3248",80819
"3249",4034
"3250",32775
"3251",19227
"3252",56008
"3253",84556
"3254",79221
"3255",33392
"3256",73265
"3257",55518
"3258",76659
"3259",91663
"3260",82004
"3261",25939
"3262",53167
"3263",89094
"3264",54365
"3265",26629
"3266",92372
"3267",24137
"3268",7873
"3269",92931
"3270",22621
"3271",17841
"3272",24141
"3273",79603
"3274",51033
"3275",5615
"3276",24273
"3277",89041
"3278",17311
"3279",84105
"3280",7731
"3281",79490
"3282",71863
"3283",88871
"3284",40475
"3285",72829
"3286",95276
"3287",23318
"3288",60546
"3289",56606
"3290",50928
"3291",84010
"3292",7934
"3293",24979
"3294",8632
"3295",94964
"3296",74778
"3297",46128
"3298",10284
"3299",25237
"3300",20088
"3301",25963
"3302",38987
"3303",85507
"3304",52257
"3305",92357
"3306",58115
"3307",3264
"3308",47775
"3309",63043
"3310",83496
"3311",15667
"3312",29565
"3313",74673
"3314",25994
"3315",47459
"3316",11050
"3317",27993
"3318",80012
"3319",9645
